ID,ResortName,Continent,Country,StateProvince,URL,Altitude,Easy,Intermediate,Difficult,Adult,Youth,Child,Currency,ResortSize,SlopeOfferingVariety,LiftsAndCableCars,Latitude,Longitude
2131,kettlebowl,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/kettlebowl/,542,0.3,1.1,0,5,3,2,US Dollar,1.3,1.3,1,45.2717983,-88.901379
2599,living-memorial-park-brattleboro,North America,USA,Vermont,http://www.skiresort.info/ski-resort/living-memorial-park-brattleboro/,189,0.5,0,0,5,0,0,US Dollar,1.1,1,1.5,42.8479991,-72.5864768
3708,powderhouse-hill-south-berwick,North America,USA,Maine,http://www.skiresort.info/ski-resort/powderhouse-hill-south-berwick/,80,0.5,0,0,5,0,0,US Dollar,1.1,1,1,43.2366733,-70.8023666
3040,mount-prospect-lancaster,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/mount-prospect-lancaster/,520,0.5,0.3,0,7,0,5,US Dollar,1.2,1.2,1,44.453088,-71.55851
1900,innisfail,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/innisfail/,955,0.4,0.4,0,8,0,0,Canadian Dollar,1.2,1.2,1,52.0274064,-113.9470957
3783,quoggy-jo-ski-center-presque-isle,North America,USA,Maine,http://www.skiresort.info/ski-resort/quoggy-jo-ski-center-presque-isle/,275,0.8,0,0,8,0,0,US Dollar,1.2,1,1.5,46.7222168,-67.9292902
3709,powers-bluff,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/powers-bluff/,436,1,0,0,8,0,0,US Dollar,1.3,1,1,44.5298318,-90.0712357
2151,kinsmen-little-red-river-park-prince-albert,North America,Canada,Saskatchewan,http://www.skiresort.info/ski-resort/kinsmen-little-red-river-park-prince-albert/,438,0.3,0,0,10,0,0,Canadian Dollar,1.1,1,1,53.2219265,-105.7129915
5281,winter-park-kewaunee-county,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/winter-park-kewaunee-county/,225,0.5,0.5,0.1,10,0,0,US Dollar,1.3,1.5,1.5,44.459461,-87.559558
811,chester-bowl-park,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/chester-bowl-park/,380,0.6,0,0,10,0,0,US Dollar,1.2,1,3,46.8135101,-92.0907824
4611,storrs-hill-lebanon,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/storrs-hill-lebanon/,282,0.7,0.3,0,10,0,7,US Dollar,1.3,1.3,1.5,43.6351892,-72.2521083
5031,val-dor,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/val-dor/,356,0.8,0,0,11,0,0,Canadian Dollar,1.2,1,1.5,48.0987106,-77.7967676
2939,mont-pits-cabano,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/mont-pits-cabano/,204,0.7,0,0,12,0,10,Canadian Dollar,1.2,1,1.5,47.674838,-68.8804645
2597,lively,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/lively/,310,0.3,0.2,0.1,14,12,10,Canadian Dollar,1.2,1.5,1.5,46.4365557,-81.1465746
1836,hudsons-hope-portage-mountain,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/hudsons-hope-portage-mountain/,843,0.2,0,0,15,0,10,Canadian Dollar,1,1,1,55.985,-122.1430555
747,centre-de-plein-air-levis,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/centre-de-plein-air-levis/,100,0.3,0.1,0.1,15,0,10,Canadian Dollar,1.1,1.4,1.5,46.8215242,-71.1598398
698,campton-mountain,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/campton-mountain/,435,0.6,0.5,0.2,15,0,0,US Dollar,1.3,1.6,2.8,43.8663073,-71.6095102
2423,lake-city-ski-hill,North America,USA,Colorado,http://www.skiresort.info/ski-resort/lake-city-ski-hill/,2771,0.7,0.3,0,15,0,7,US Dollar,1.3,1.3,1.5,38.0109874,-107.3116354
3277,northeast-slopes-east-corinth,North America,USA,Vermont,http://www.skiresort.info/ski-resort/northeast-slopes-east-corinth/,355,1.2,1,0,15,0,0,US Dollar,1.3,1.3,1.2,44.0726057,-72.2504925
2675,lyndon-outing-club,North America,USA,Vermont,http://www.skiresort.info/ski-resort/lyndon-outing-club/,380,1.5,1,0.1,15,0,10,US Dollar,1.3,1.5,1.4,44.5333103,-71.9872058
1008,do-mi-ski-dolbeau-mistassini,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/do-mi-ski-dolbeau-mistassini/,158,2,2,0,15,0,12,Canadian Dollar,1.5,1.5,3,48.891903,-72.2380961
4813,terrebonne,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/terrebonne/,120,0.5,0,0,16.25,0,12.75,Canadian Dollar,1.1,1,1,45.6929818,-73.6331102
366,beauce-vallee-jonction,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/beauce-vallee-jonction/,212,0.5,1.8,0.8,17,13,11,Canadian Dollar,1.5,1.8,1.5,46.3718514,-70.9291984
2510,leavenworth-ski-hill,North America,USA,Washington State,http://www.skiresort.info/ski-resort/leavenworth-ski-hill/,520,1,0,0,18,0,14,US Dollar,1.3,1,1,47.5988356,-120.6686832
1532,gwynne-valley,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/gwynne-valley/,742,0.7,0.3,0,19,17,15,Canadian Dollar,1.3,1.3,1.3,52.9851967,-113.2172478
2908,mont-bellevue,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/mont-bellevue/,332,2,1,0,19.5,17.5,17,Canadian Dollar,1.5,1.5,2.6,45.3995516,-71.8942377
1074,eagle-island-park,North America,USA,Idaho,http://www.skiresort.info/ski-resort/eagle-island-park/,781,0.1,0,0,20,0,20,US Dollar,1,1,1,43.6907816,-116.3942128
442,big-bam-taylor,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/big-bam-taylor/,469,0.3,0.2,0.1,20,0,15,Canadian Dollar,1.2,1.5,1,56.1312083,-120.7001889
3096,mt-pisgah,North America,USA,New York,http://www.skiresort.info/ski-resort/mt-pisgah/,627,1,0,0,20,0,0,US Dollar,1.3,1,1.5,40.691595,-73.945958
2123,kendall-mountain-silverton,North America,USA,Colorado,http://www.skiresort.info/ski-resort/kendall-mountain-silverton/,3000,1,0.5,0.2,20,0,15,US Dollar,1.3,1.6,3,37.8112094,-107.6569087
2915,mont-chilly,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/mont-chilly/,311,1,0.7,0.8,20,0,0,Canadian Dollar,1.3,1.7,1.5,45.9145505,-76.7456388
2624,lonesome-pine-trails-fort-kent,North America,USA,Maine,http://www.skiresort.info/ski-resort/lonesome-pine-trails-fort-kent/,299,1,1.6,2,20,0,17,US Dollar,1.5,1.8,1.4,47.2460346,-68.5944676
3026,mount-joy,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/mount-joy/,757,1,1.3,0.7,20,0,15,Canadian Dollar,1.5,1.8,2.9,53.100157,-110.157243
3950,rotarun,North America,USA,Idaho,http://www.skiresort.info/ski-resort/rotarun/,1790,1,2,1.5,20,0,10,US Dollar,1.5,1.8,1.5,43.4973787,-114.3650597
1124,elko-snobowl,North America,USA,Nevada,http://www.skiresort.info/ski-resort/elko-snobowl/,2130,1.5,1.5,0,20,0,15,US Dollar,1.5,1.5,2.9,40.9089065,-115.8520453
317,bald-mountain,North America,USA,Idaho,http://www.skiresort.info/ski-resort/bald-mountain/,1463,3,4,2,20,0,17,US Dollar,2,2.3,1.4,43.6549064,-114.4092186
3086,mt-jefferson,North America,USA,Maine,http://www.skiresort.info/ski-resort/mt-jefferson/,230,3,4,2.5,20,0,15,US Dollar,2,2.4,1.4,45.3522838,-68.2822408
857,clearwater,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/clearwater/,1250,4,3,1,20,0,0,Canadian Dollar,1.9,2.2,1.3,51.6510712,-120.0381726
365,beartown,North America,USA,New York,http://www.skiresort.info/ski-resort/beartown/,304,0.5,0.3,0,22,0,20,US Dollar,1.2,1.2,1.5,44.7580964,-73.5804158
80,alice-hill-park-pembroke,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/alice-hill-park-pembroke/,210,1,0.5,0,22,0,18,Canadian Dollar,1.3,1.3,1.5,43.2285102,-79.8660836
5072,valley-ski-hill-alliance,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/valley-ski-hill-alliance/,687,0.7,0.4,0,23,21,19,Canadian Dollar,1.3,1.3,1.5,52.413391,-111.823844
1190,fairview-ski-hill,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/fairview-ski-hill/,580,1.4,0.8,1.8,23,20,12,Canadian Dollar,1.5,1.8,1.5,55.995608,-118.604935
3064,mt-ashwabay-salmo,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/mt-ashwabay-salmo/,389,1.5,1.2,1.3,24,0,18,US Dollar,1.5,1.9,2.7,46.7772283,-90.8945596
4067,sand-master-park-florence,North America,USA,Oregon,http://www.skiresort.info/ski-resort/sand-master-park-florence/,40,0,0,0.1,25,0,0,US Dollar,1,1,1,44.013123,-124.102709
3030,mount-martin-deep-river,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/mount-martin-deep-river/,144,0.3,0.3,0.3,25,0,0,Canadian Dollar,1.2,1.6,1.5,46.1129204,-77.5095819
2862,misty-ridge,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/misty-ridge/,675,0.6,0.4,0,25,0,20,Canadian Dollar,1.3,1.3,1.5,54.3618422,-114.5410705
1631,heiliger-huegel-hubertus,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/heiliger-huegel-hubertus/,391,0.6,0.4,0.2,25,0,0,US Dollar,1.3,1.6,2.7,43.253051,-88.3129969
4525,spruce-mountain-jay,North America,USA,Maine,http://www.skiresort.info/ski-resort/spruce-mountain-jay/,183,0.6,1.4,0.4,25,0,20,US Dollar,1.3,1.6,1,44.4782936,-70.2022377
1192,falcon-ridge,North America,Canada,Manitoba,http://www.skiresort.info/ski-resort/falcon-ridge/,367,1.2,0.3,0,25,21,16,Canadian Dollar,1.3,1.3,1.1,49.8239496,-97.1871532
1825,howelsen-hill-steamboat-springs,North America,USA,Colorado,http://www.skiresort.info/ski-resort/howelsen-hill-steamboat-springs/,2175,1.7,1.5,0.8,25,0,15,US Dollar,1.5,1.8,2.5,40.4805325,-106.8406049
4843,thunderhill-benito,North America,Canada,Manitoba,http://www.skiresort.info/ski-resort/thunderhill-benito/,572,3,1,0.9,25,0,21,Canadian Dollar,1.5,1.8,1.5,51.9146349,-101.548625
3368,oglebay-resort,North America,USA,West Virginia,http://www.skiresort.info/ski-resort/oglebay-resort/,0,1,0,0,26,0,21,US Dollar,1.3,1,3,40.1048358,-80.6594052
3197,navarino-hills,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/navarino-hills/,270,0.5,0.3,0,27,0,10,US Dollar,1.2,1.2,2.4,44.610385,-88.5854796
1646,hermon-mountain,North America,USA,Maine,http://www.skiresort.info/ski-resort/hermon-mountain/,140,2,0.5,0.5,27,0,22,US Dollar,1.5,1.8,2.3,44.7807854,-68.9572709
5240,whispering-pines-worsley,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/whispering-pines-worsley/,1060,4,2,2,28,20,12,Canadian Dollar,1.9,2.3,2.6,56.602427,-119.3917278
4049,salmo-ski-hill,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/salmo-ski-hill/,1030,2,2,1,28.5,21,18,Canadian Dollar,1.7,2,1.5,49.1815981,-117.2906706
5195,wapiti-valley,North America,Canada,Saskatchewan,http://www.skiresort.info/ski-resort/wapiti-valley/,310,2,3,1,29,26,23,Canadian Dollar,1.7,2,2.8,53.2332362,-104.4598692
478,black-mountain-rumford,North America,USA,Maine,http://www.skiresort.info/ski-resort/black-mountain-rumford/,650,2,3.5,2.5,29,0,0,US Dollar,1.9,2.3,2.7,44.5839515,-70.6370122
1093,edmonton-ski-club,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/edmonton-ski-club/,662,0.2,0.6,0.2,30,27,25,Canadian Dollar,1.3,1.6,1.4,53.534401,-113.476478
5250,whitetail-ridge-fort-mccoy,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/whitetail-ridge-fort-mccoy/,322,0.7,0.5,0,30,0,25,US Dollar,1.3,1.3,1.5,44.0218446,-90.7214354
270,ausblick-sussex,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/ausblick-sussex/,350,0.8,0.6,0,30,0,0,US Dollar,1.3,1.3,2.5,43.1346697,-88.2645831
3077,mt-eyak,North America,USA,Alaska,http://www.skiresort.info/ski-resort/mt-eyak/,366,1,2,2,30,0,20,US Dollar,1.7,2,3,60.5500012,-145.7499932
1057,duck-mountain-kamsack,North America,Canada,Saskatchewan,http://www.skiresort.info/ski-resort/duck-mountain-kamsack/,637,1.8,1.7,1,30,25,19,Canadian Dollar,1.5,1.8,1.5,51.5654703,-101.8870876
4661,summit-ski-area-at-mt-hood,North America,USA,Oregon,http://www.skiresort.info/ski-resort/summit-ski-area-at-mt-hood/,1312,2,2,0,30,0,20,US Dollar,1.5,1.5,3,45.3029059,-121.7458283
4785,tawatinaw-valley-pine-valley-resort,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/tawatinaw-valley-pine-valley-resort/,681,2.2,3,1.5,30,0,24,Canadian Dollar,1.7,2,1.5,54.2967543,-113.477001
2790,mccauly-mountain,North America,USA,New York,http://www.skiresort.info/ski-resort/mccauly-mountain/,700,3,4,2,30,0,25,US Dollar,2,2.3,2.4,43.6971947,-74.9661585
3044,mount-ski-gull,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/mount-ski-gull/,443,0.7,0.7,0.7,31,0,24,US Dollar,1.3,1.7,2.5,46.4475173,-94.3779162
5194,wapiti-ski-hill-elkford,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/wapiti-ski-hill-elkford/,1657,4.6,2,1,31,21,13,Canadian Dollar,1.9,2.2,1.5,50.0217895,-114.9393082
3080,mt-holiday,North America,USA,Michigan,http://www.skiresort.info/ski-resort/mt-holiday/,274,1,2,1.5,32,0,26,US Dollar,1.5,1.8,2.6,44.7434767,-85.5143504
4416,snow-snake,North America,USA,Michigan,http://www.skiresort.info/ski-resort/snow-snake/,365,1,1.5,0.5,32,0,0,US Dollar,1.5,1.8,2.4,43.959106,-84.7809281
2905,mont-avalanche,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/mont-avalanche/,555,3,2,2,32,27,21,Canadian Dollar,1.9,2.3,3,45.9701029,-74.3469339
1681,hilltop-anchorage,North America,USA,Alaska,http://www.skiresort.info/ski-resort/hilltop-anchorage/,140,4,1,0,32,30,20,US Dollar,1.7,1.7,2.8,61.140846,-149.7449609
885,cooper-spur,North America,USA,Oregon,http://www.skiresort.info/ski-resort/cooper-spur/,1325,4,4,2,32,0,28,US Dollar,2,2.3,3,45.4116278,-121.605828
2150,kinosoo-ridge,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/kinosoo-ridge/,647,1.5,2,1.5,33,0,27,Canadian Dollar,1.7,2.1,3,54.440634,-110.017379
5030,val-direne,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/val-direne/,700,3,4,6,33.1,29.39,23.86,Canadian Dollar,2.2,2.5,2.6,48.465849,-67.5753489
2463,laurentian-ski-hill-north-bay,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/laurentian-ski-hill-north-bay/,325,1.3,0.2,0,34,0,28,Canadian Dollar,1.3,1.3,2.8,46.3377578,-79.4322181
4379,sleeping-giant,North America,USA,Wyoming,http://www.skiresort.info/ski-resort/sleeping-giant/,2265,3,8,6,34,26,16,US Dollar,2.3,2.6,2.7,44.495161,-109.943619
1855,hyland-ski-snowboard-area,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/hyland-ski-snowboard-area/,310,0.6,0.4,0.2,34.49,0,30.76,US Dollar,1.3,1.6,3,44.84363,-93.363611
2944,mont-saint-mathieu,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/mont-saint-mathieu/,441,3,3,4,34.55,25.57,23.99,Canadian Dollar,2,2.4,3,48.1543463,-69.0105774
4442,snowstar,North America,USA,Illinois,http://www.skiresort.info/ski-resort/snowstar/,235,0.5,1.5,2,35,0,30,US Dollar,1.5,1.8,2.9,41.425203,-90.746175
1454,granlibakken,North America,USA,Western United States,http://www.skiresort.info/ski-resort/granlibakken/,2015,1,1,0,35,0,25,US Dollar,1.3,1.3,1.4,39.1563669,-120.154041
814,chicopee,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/chicopee/,370,1,2,1.3,35,0,8,Canadian Dollar,1.5,1.8,3,43.4359292,-80.41829
3020,mount-evergreen-kenora,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/mount-evergreen-kenora/,401,1.1,0.3,0.8,35,0,30,Canadian Dollar,1.3,1.6,1.5,49.7957115,-94.412303
4318,sitzmark,North America,USA,Washington State,http://www.skiresort.info/ski-resort/sitzmark/,1485,2,3,2.5,35,28,22,US Dollar,1.9,2.3,2.8,48.8639216,-119.165055
181,anthony-lakes-mountain-resort,North America,USA,Oregon,http://www.skiresort.info/ski-resort/anthony-lakes-mountain-resort/,2438,2,3.8,4.2,35,29,21,US Dollar,2,2.3,2.9,44.9993663,-118.0542452
4518,spout-springs,North America,USA,Oregon,http://www.skiresort.info/ski-resort/spout-springs/,1670,3,5,1.5,35,30,25,US Dollar,2,2.3,3,45.7552425,-118.051421
4361,skiland-mt-aurora,North America,USA,Alaska,http://www.skiresort.info/ski-resort/skiland-mt-aurora/,745,4,9,4,35,0,20,US Dollar,2.3,2.6,3,65.0456703,-147.4103557
4227,seven-oaks,North America,USA,Iowa,http://www.skiresort.info/ski-resort/seven-oaks/,330,1.5,2,0.5,36,0,27,US Dollar,1.5,1.8,3,42.0306987,-93.9533806
3781,quechee-lakes-ski-area,North America,USA,Vermont,http://www.skiresort.info/ski-resort/quechee-lakes-ski-area/,380,2,2.5,0.5,36,0,32,US Dollar,1.7,2,2.8,43.6570521,-72.4403071
2792,mcintyre,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/mcintyre/,155,2.5,0.5,0,36,0,32,US Dollar,1.5,1.5,3,43.0065773,-71.4416724
2923,mont-farlagne,North America,Canada,New Brunswick,http://www.skiresort.info/ski-resort/mont-farlagne/,338,3,3.5,3.5,36,0,28,Canadian Dollar,2,2.4,2.8,47.401389,-68.390833
2932,mont-la-reserve-saint-donat-de-montcalm,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/mont-la-reserve-saint-donat-de-montcalm/,405,5,2,8,36,27,24,Canadian Dollar,2.2,2.5,2.9,46.2871277,-74.1793573
2785,maverick-mountain,North America,USA,Montana,http://www.skiresort.info/ski-resort/maverick-mountain/,2596,6,8,6,36,0,22,US Dollar,2.5,2.9,3,45.4485354,-113.1631003
349,batawa-ski-hill,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/batawa-ski-hill/,80,0.2,0.9,0.4,37,0,32,Canadian Dollar,1.3,1.6,2,44.1671765,-77.5967494
4106,sawmill-mountain-resort,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/sawmill-mountain-resort/,620,0.9,2.5,1,37,0,30,US Dollar,1.5,1.8,2.6,41.5186034,-77.2907495
4684,sunridge,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/sunridge/,673,0.5,0.4,0.7,38,36,21,Canadian Dollar,1.3,1.7,2.9,51.0732391,-113.9933928
4423,snow-valley-edmonton,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/snow-valley-edmonton/,665,1,0,0.2,38,36,31,Canadian Dollar,1.3,1.3,3,53.4836592,-113.5565128
3038,mount-pleasant,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/mount-pleasant/,450,2,2,1,38,0,33,US Dollar,1.7,2,2.8,40.1489607,-79.5411497
454,bigrock-mountain,North America,USA,Maine,http://www.skiresort.info/ski-resort/bigrock-mountain/,498,2,14,4,38,27,17,US Dollar,2.4,2.7,3,46.5224036,-67.8289461
1386,glen-eden,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/glen-eden/,320,3,2,0,38,0,33,Canadian Dollar,1.7,1.7,3,43.508534,-79.942617
396,ben-eoin,North America,Canada,Nova Scotia,http://www.skiresort.info/ski-resort/ben-eoin/,154,3,4,3,38,0,0,Canadian Dollar,2,2.4,2.3,45.9740292,-60.4339797
3677,pomerelle,North America,USA,Idaho,http://www.skiresort.info/ski-resort/pomerelle/,2640,4,7,4,38,0,29,US Dollar,2.2,2.6,3,42.3179871,-113.6077523
3310,oak-mountain,North America,USA,New York,http://www.skiresort.info/ski-resort/oak-mountain/,740,6,4,2,38,0,27,US Dollar,2.1,2.4,2.8,43.5181145,-74.3622147
4461,soldier-mountain,North America,USA,Idaho,http://www.skiresort.info/ski-resort/soldier-mountain/,2188,9,8,8,38,0,22,US Dollar,2.5,2.9,3,43.485512,-114.82938
518,boler-mountain-london,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/boler-mountain-london/,328,3,2.2,0.8,39,0,36,Canadian Dollar,1.7,2,3,42.9443965,-81.3393669
